symbol,marketcap,outstanding_shares
MPLN,3052484138,638595008
MPLX,33716155432,1014630016
MPW,12675887676,599900032
MPWR,20292341790,46509000
MPX,397459440,34146000
MRAM,159142400,19892800
MRBK,191844586,6129220
MRC,952558920,83557800
MRCY,3681619006,56753800
MREO,119321640,116982000
MRK,219460775834,2528349952
MRNA,64080180000,403020000
MRO,18217971251,730764992
MRSN,351904956,83389800
MRTN,1361716836,83132896
MRTX,4764225438,55488300
MRUS,1260835900,43477100
MRVI,4850629210,131489000
MRVL,55666548000,847800000
MS,148079466340,1781299968
MSA,5252107068,39276900
MSB,358569600,13120000
MSBI,610495710,22289000
MSC,540715088,92588200
MSCI,41446631040,81267904
MSEX,1817389584,17535600
MSFT,2259331678147,7496869888
MSGE,2131223155,27340900
MSGS,3424831970,19688600
MSI,40403527920,167448000
MSM,3962342772,47187600
MSP,4649463600,164292000
MSTR,4321489618,9321390
MT,28021171476,909483008
MTA,308632210,44471500
MTB,20805117760,129056000
MTBCP,102185952,3870680
MTCH,29199155200,285148000
MTD,31119125144,22735600
MTDR,6333060600,118044000
MTEM,184680400,56305000
MTG,4107957091,314785984
MTH,2843128600,36695000
MTL,611475768,271767008
MTLS,1115465988,58770600
MTN,10093360615,40553500
MTNB,166986044,216864992
MTOR,2508579100,70664200
MTRN,1663607500,20450000
MTRX,200339084,26783300
MTSI,3710146528,69687200
MTW,484155498,35262600
MTX,2053471227,33008700
MTZ,6022605200,76429000
MU,81829574083,1116669952
MUFG,76414457160,12651400192
MUR,6404186520,155366000
MUSA,5305216000,24448000
MUX,381048600,474000000
MVBF,509980008,12096300
MVIS,666751500,164630000
MVO,132940000,11500000
MWA,2056604925,156872992
MX,705291024,44894400
MXL,3754786500,76785000
MYE,759994770,36276600
MYFW,290632908,9430010
MYGN,1907745841,80022896
MYOV,1364438139,93904896
MYRG,1526164555,16955500
NAK,216149835,529779008
NARI,4703460447,52617300
NAT,507538011,194459008
NATH,211559862,4115150
NATI,5342257480,132038000
NATR,332968592,19449100
NAVI,2508673038,152132992
NBHC,1170043112,30008800
NBIX,9380453917,95242704
NBN,265122324,7806900
NBR,1341930556,8571350
NBTB,1541233260,43171800
NC,243776117,5752150
NCBS,1234354051,13533100
NCLH,8479358705,417086016
NCMI,194363900,81665504
NCNO,4305348300,96749400
NCR,5177759906,136220992
NCSM,113695745,2405750
NDAQ,30087396000,164412000
NDLS,246349950,45705000
NDSN,13018673414,57940600
NEE,171063440773,1964440064
NEM,64220327796,792550016
NEN,291020418,3638210
NEO,1732643220,124026000
NEOG,3381591890,107797000
NEP,6958350252,83946800
NESR,751902676,91361200
NET,31290124261,278480992
NEU,3379398860,10317200
NEWR,4447561261,66174100
NEWT,625710330,24158700
NEX,2359935677,243795008
NEXA,1340282680,132439000
NEXT,766040760,123356000
NFBK,667966845,48935300
NFE,8657216885,206863008
NFG,6426677573,91443904
NFLX,160781203347,443963008
NG,2582245688,333192992
NGD,1226426342,681347968
NGG,58049393433,728988992
NGL,291164160,129984000
NGM,1256593666,78049296
NGMS,348357555,25520700
NGS,144089275,12717500
NGVC,464233734,22656600
NGVT,2386452833,39000700
NHC,1117337286,15471300
NHI,2560297504,45850600
NI,13016912093,405384992
NICE,13965809655,63437700
NINE,100435014,32821900
NIO,33981247852,1669020032
NIU,757410750,76275000
NJR,4419785014,96061400
NKE,164152177080,1268760064
NKLA,3707018089,417456992
NKSH,216758773,6022750
NKTR,1074800980,186274000
NKTX,397330836,33000900
NL,342594954,48802700
NLOK,15803344543,581860992
NLS,120618438,31248300
NLSN,9981480528,359692992
NLY,9769875621,1460370048
NMIH,1618042496,86249600
NMM,967817055,30197100
NMMC,130861375,13225000
NMR,12339979965,3017110016
NMRD,100268064,24102900
NMRK,2330422419,167776992
NMTR,143320429,258235008
NNBR,118202721,43297700
NNDM,828869834,257412992
NNI,2306295100,27101000
NNN,7994080700,175810000
NNOX,676395684,51791400
NOA,419709775,28454900
NOAH,1332955434,61088700
NOC,73300772080,155704000
NODK,359916570,21196500
NOG,2231290850,77341104
NOK,30711736730,5645539840
NOMD,3810018077,172399008
NOV,7605920895,392664992
NOVA,2620373570,113387000
NOVT,4829826572,35628700
NOW,105956000000,200000000
NP,641789948,16787600
NPK,555742613,7042740
NPO,1962688386,20797800
NPTN,805423512,53128200
NR,331547643,92353104
NRC,1012562936,25194400
NREF,323716562,14393800
NRG,9453692160,242154000
NRIM,246528601,5941880
NRIX,594765366,44854100
NRP,525252000,12506000
NRT,173242622,9190590
NRZ,4784269664,466758016
NS,1706170830,110289000
NSA,5827306944,91394400
NSC,67083210271,259348992
NSIT,3544786470,34896500
NSP,3872783536,38336800
NSSC,726922322,36731800
NSTG,1562582648,45944800
NTAP,17538062160,222536000
NTB,1678947200,49380800
NTCO,7733463840,687419008
NTCT,2335252516,73830304
NTES,62381102826,670980992
NTGR,676759525,29360500
NTIC,108140538,9203450
NTLA,4925391504,74672400
NTNX,5710453740,220566000
NTP,305034660,39258000
NTR,57654106285,552507008
NTRA,4044147155,95470896
NTRS,23661947760,207944000
NTST,1016673354,44473900
NTUS,881882166,34408200
NTZ,136050799,10970600
NUE,40561440097,268779008
NUS,2419956537,49824100
NUVA,2860803895,51948500
NVAX,4538838500,76283000
NVCR,8983166570,104419000
NVDA,603263360000,2492000000
NVEC,251304583,4833710
NVEE,2078353970,15449000
NVGS,962439588,77180400
NVMI,2942614675,28499900
NVO,277020309796,2274200064
NVR,14530080430,3360100
NVRO,2659525708,35049100
NVS,204273507226,2234939904
NVST,7523290740,161826000
NVT,5708788800,166340000
NVTA,1708110300,228356992
NWBI,1661949760,126673000
NWE,3285867030,54132900
NWFL,229685960,8203070
NWG,30063133256,5302139904
NWL,9068729209,415806016
NWLI,706239551,3436020
NWN,1754968356,34030800
NWPX,247760041,9882730
NWS,4285680893,197679008
NWSA,8291535859,389273984
NX,687112692,33387400
NXE,2971802650,479323008
NXGN,1444950489,66864900
NXPI,45398070960,262538000
NXRT,2262691585,25552700
NXST,7166931849,41003100
NXTC,146107061,27724300
NYC,165676602,13371800
NYCB,4744567519,466984992
NYMT,1296338400,381276000
NYMTN,3342559239,141215008
NYMX,110141356,90279800
NYT,7543130112,166699008
O,42821669047,597900992
OACB,247750000,25000000
OAS,2836876623,19400100
OBNK,960634915,23748700
OBSV,120735357,82132896
OC,8284074188,99068096
OCFC,1110832500,59244400
OCFT,549891517,389993984
OCGN,656887626,215372992
OCN,185731613,9208310
OCUL,376863122,76754200
OCX,127300308,92246600
ODC,144493983,5287010
ODFL,30322947360,114864000
ODP,2212457247,48486900
OEC,889218426,60656100
OEG,138363228,85409400
OFC,3047706200,112420000
OFED,138282312,5580400
OFG,1246351360,48685600
OFIX,652568110,19853000
OFLX,1329217424,10094300
OGE,8394512125,200203008
OGI,469335156,310817984
OGS,4851677364,53633400
OHI,6850558800,239112000
OI,1972161769,156148992
OII,1473805752,99648800
OIIM,107996808,28495200
OIS,420866960,61892200
OKE,31632039003,446212992
OKTA,22094180400,149720000
OLED,7669220696,48496400
OLLI,3139088580,62694000
OLMA,149285750,40347500
OLN,8311864669,154208992
OLP,642708987,21120900
OM,2233813128,47406900
OMAB,2847518088,48271200
OMC,16326127720,206948000
OMCL,5611755462,44421400
OMER,371340880,62726500
OMF,5795560730,127459000
OMI,3174671894,76682896
ON,23393815955,432497984
ONB,4578877586,295220992
ONEM,2078413800,192090000
ONEW,444483211,14106100
ONTO,3808170625,49437500
OOMA,361522000,23800000
OPBK,199667582,15137800
OPCH,5097643540,179938000
OPI,1177713024,48425700
OPK,2351019667,681454976
OPNT,113812520,5069600
OPOF,131860912,5187290
OPRA,658635120,115146000
OPRT,443454840,32018400
OPRX,685879098,17875400
OPT,273192804,43992400
OPTN,214287050,82418096
OPY,444704589,12322100
OR,2502814840,184846000
ORA,4584292392,56056400
ORAN,31654635057,2657819904
ORC,534518836,176992992
ORCL,217561766400,2668160000
ORGO,1028832350,128765000
ORI,7522869080,308188000
ORIC,211366776,39434100
ORLY,48186212412,66296400
ORMP,318153000,38564000
ORRF,247216571,11140900
OSBC,620675560,44461000
OSG,187584266,87248496
OSH,6218520840,240748000
OSIS,1449854790,17679000
OSK,6360662900,66603800
OSPN,595220832,40001400
OSTK,1759976141,43126100
OSUR,513364080,72304800
OSW,810845374,78646496
OTEX,11557990281,271187008
OTIC,131619400,56732500
OTIS,32951552239,424961984
OTLK,437338200,224276000
OTTR,2640713779,41605700
OUT,4445854487,163631008
OVBC,142437335,4771770
OVID,226601704,70373200
OVLY,149951620,8239100
OVV,13332985680,258692000
OXM,1472736928,16466200
OXSQ,203317581,49710900
OXY,54040910659,936908992
OYST,241029555,26633100
OZK,4999390620,124642000
OZON,2509219200,216312000
PAA,7825977389,705043008
PAAS,5821268280,210458000
PAC,7976542140,51230200
PACB,1939766140,221182000
PACK,1489755384,78490800
PACW,4547547840,117447000
PAG,7080029149,76789904
PAGP,2299245025,194192992
PAGS,3820540988,201292992
PAHC,403497984,20337600
PAM,1305696000,55680000
PANL,217201825,45726700
PANW,60712678068,98484400
PAR,1024961742,26951400
PARR,824167340,60158200
PASG,187852742,54292700
PATK,1300534139,23353100
PAVM,102120015,88034496
PAYA,711841130,132067000
PAYC,19752307332,60207600
PAYX,50484616161,361016992
PB,6143385600,92160000
PBA,21084367607,550361984
PBF,3111940680,120338000
PBFS,264972540,25977700
PBFX,895149970,62597900
PBH,2676626676,50199300
PBI,843011649,173103008
PBIP,124351360,7771960
PBPB,187457400,28839600
PBR,100638321203,6522250240
PBT,564898656,46608800
PBYI,140242128,44949400
PCAR,28950897916,347675008
PCB,315275618,14913700
PCG,24524392008,1987389952
PCH,3565016802,69371800
PCRX,3636251516,44847700
PCSB,286762630,15334900
PCTY,11401769967,55110300
PCVX,1496741064,56310800
PCYO,281318500,23942000
PD,2791956474,87058200
PDCE,7042801093,96384304
PDCO,3274241880,97622000
PDD,53101896622,1253289984
PDFS,951350133,37707100
PDLB,257004800,24712000
PDM,1985629100,123331000
PDS,1036482437,13568300
PDSB,170691600,28448600
PEAK,18893291121,539500032
PEB,2920243950,131365000
PEBK,159556606,5656030
PEBO,861244956,28442700
PED,105119618,85463104
PEG,35953806726,502078016
PEGA,6191772030,81631800
PEN,8249023317,37651300
PENN,6354193552,168323008
PEO,523585240,24466600
PEP,238679795782,1383250048
PERI,1144083024,44292800
PETQ,702984914,29157400
PETS,526979920,20978500
PFBC,1035139976,14800400
PFC,1025784560,35816500
PFE,311530999378,5647770112
PFG,18428362160,252236000
PFGC,7529520251,154800992
PFHD,296321795,13524500
PFIS,347232936,7168310
PFMT,207327463,70280496
PFS,1727315588,76906304
PFSI,2614852422,55422900
PFSW,250412520,22160400
PG,380798552909,2397070080
PGC,603260857,18208900
PGEN,473874280,206932000
PGNY,4272521188,91234704
PGR,69910584001,584878976
PGRE,2344177400,219082000
PGTI,1006318320,59899900
PH,35540869140,128478000
PHAT,489326961,31712700
PHG,26775500632,870182016
PHI,7654864080,216056000
PHM,9717355928,241424992
PHR,1505926136,51946400
PHUN,218835583,96829904
PI,1303613808,24764700
PIAI,320794650,32403500
PII,6162391248,59476800
PINC,4302468790,119083000
PINE,218597830,11671000
PING,2218321719,83868496
PINS,13423492874,569516032
PIPR,2022137484,17907700
PIRS,231121488,74077400
PJT,1494026100,23714700
PK,4119624340,236216992
PKBK,269111760,11907600
PKE,250817532,20458200
PKG,14177384940,93703800
PKI,21750728370,126157000
PKOH,159036480,12582000
PKX,18219015798,315316992
PLAB,925323706,61729400
PLAY,2017431640,48566000
PLBC,220474926,5832670
PLCE,685283179,13519100
PLD,124964929761,740182016
PLG,187946940,95891296
PLL,1236383588,17921200
PLM,394722190,101471000
PLMR,1713256035,25438100
PLNT,6847784983,84353104
PLOW,760996929,22983900
PLPC,309889172,4939260
PLRX,259656065,36113500
PLSE,106990257,29802300
PLUG,15791206536,578009024
PLUS,1482560208,26887200
PLXS,2227514304,28096800
PLYA,1314619540,165778000
PLYM,956335544,36543200
PM,154496473600,1550080000
PMT,1557988864,97374304
PMVC,173075000,17500000
PMVP,989461739,45450700
PNC,75899369351,418455008
PNFP,6590796768,76291200
PNM,4082307654,85834896
PNR,8802588000,165400000
PNRG,139792018,1994180
PNTG,516956352,28529600
PNW,8913124480,112996000
PODD,18516400176,69217600
POOL,17080665408,40125600
POR,5039399484,89573400
POST,4468118908,61859600
POWI,4865574528,58933800
POWL,229276462,11763800
POWW,502538100,115526000
PPBI,3188325300,94385000
PPC,6387636240,243896000
PPG,31679254200,236148000
PPL,21421094594,735361984
PRA,1417693368,53986800
PRAA,1810504750,40685500
PRAX,498998972,45487600
PRDO,776860355,68748704
PRFT,3727499130,34571500
PRG,1509674460,55158000
PRGO,4995544460,134542000
PRGS,2002308225,43766300
PRI,5205317612,39090700
PRIM,1366819684,53308100
PRK,1997045470,16219000
PRLB,1382116752,27488400
PRLD,259194148,36200300
PRMW,2319408000,161070000
PRO,1339111488,45179200
PROF,172262884,20779600
PROG,219109940,184126000
PROV,116733989,7369570
PRPB,821376000,82800000
PRPH,116299109,15485900
PRPL,479200640,82620800
PRT,110586213,12165700
PRTA,1762147010,46741300
PRTH,472570920,76840800
PRTK,156051276,52366200
PRTS,363197160,53099000
PRTY,376714200,112452000
PRU,43157239066,376425984
PRVB,440625135,63399300
PSA,71756081126,175356992
PSB,4614635676,27606100
PSMT,2473621360,30862400
PSN,4021763690,102361000
PSNL,362834747,45184900
PSO,7671193920,756528000
PSTG,9327595247,289947008
PSTL,328206846,18765400
PSTX,294595899,62546900
PSX,39968626209,481086016
PTC,12163008000,116952000
PTCT,3068587328,71362496
PTEN,3334470340,215266000
PTGX,1230673712,48413600
PTN,106232161,231695008
PTNR,1488646264,185155008
PTON,7290083760,302996000
PTR,95701683410,1830210048
PTRS,159859130,17961700
PTSI,564768000,22200000
PTVE,1770392120,177394000
PUK,39672398538,1374649984
PUMP,1451884000,103706000
PUYI,332937144,60314700
PVBC,269660664,17834700
PVH,4867941060,68007000
PW,120558648,3367560
PWFL,106103830,35967400
PWOD,171757691,7074040
PWR,18886448400,142690000
PXD,59358420760,242884000
PXLW,140852043,53966300
PYPD,105599658,18756600
PYPL,131691592765,1164999936
PZN,129805152,17238400
PZZA,3798051411,36003900
QCOM,156900948910,1127000064
QCRH,877667009,15641900
QD,301174720,253088000
QDEL,4918846028,41812700
QFIN,2176204800,154560000
QGEN,11199289680,227074000
QIWI,353982636,62430800
QLYS,5368884264,39029400
QMCO,132952600,60433000
QNST,651913130,54553400
QRHC,111419100,19046000
QRTEA,1703500433,371132992
QRVO,12394861920,108432000
QS,6273137490,334388992
QSR,18317887807,309632992
QTNT,100547020,102599000
QTRX,1091417026,36847300
QTWO,3363329872,56928400
QUAD,277830040,42416800
QUOT,583767250,94921504
QURE,868281330,46457000
R,3267641536,51120800
RACE,40582620000,183300000
RAD,389917578,55782200
RADA,701485400,49610000
RADI,1252690374,92381296
RAMP,2591403817,68176896
RAPT,687283492,29573300
RARE,5700655168,69384800
RBA,6465450960,110634000
RBAC,570400000,57500000
RBB,444132537,19453900
RBBN,454318826,148956992
RBCAA,782897736,17829600
RBKB,113073961,11296100
RC,1219927776,83328400
RCEL,207381824,24925700
RCHG,199999200,20040000
RCI,22889966360,393772000
RCII,1407244208,59028700
RCKT,984360034,64505900
RCKY,295209598,7305360
RCL,20193688204,255003008
RCM,7384595760,278244000
RCMT,128731650,10096600
RCUS,2421079069,71061904
RDCM,179624865,14427700
RDFN,1673624810,106397000
RDHL,131183658,52684200
RDN,3789606340,175526000
RDNT,1198398321,56183700
RDUS,435921760,47382800
RDVT,348477402,13522600
RDWR,1469658465,45998700
RDY,9426187200,165954000
RE,11645689226,39271900
REAL,650457246,93055400
REG,11857297316,171372992
REGI,3062489260,50469500
REGN,77027608800,106716000
REI,397766210,100193000
REKR,200476554,44949900
RELL,134239050,11424600
RELX,62138933230,1930380032
RENN,526265054,24019400
REPL,934276005,47209500
RES,2364114480,216494000
RETA,1126522566,31484700
REV,425280240,53697000
REVG,789920845,62941900
REX,529840000,5920000
REXR,12409432800,160536000
REYN,6187768740,209826000
REZI,3168665325,145019008
RF,19136520993,937145984
RFP,913344618,76816200
RGA,7260541026,67189904
RGCO,210911800,9586900
RGEN,10006531650,55327500
RGLD,9464257216,65619200
RGNX,1418195792,42949600
RGP,578984160,32527200
RGR,1244255586,17596600
RH,8059651392,24585600
RHI,12264008800,110686000
RHP,4883685480,55145500
RICK,570754593,9499910
RIDE,612013370,196472992
RIG,2942157496,681054976
RIGL,532220400,171684000
RILY,1703509944,27771600
RIO,131011761619,1620429952
RIOT,2043435680,117304000
RJF,22117917080,207602000
RKT,1368776000,138400000
RL,4851235660,46286000
RLAY,3319864800,108280000
RLGT,301109697,49443300
RLGY,1578056480,118118000
RLI,5019501783,45290100
RLJ,2140441833,166831008
RLMD,855533535,29369500
RM,457640130,9826930
RMAX,494226936,18806200
RMBI,207711875,12312500
RMBL,483974666,15930700
RMBS,2992407320,110177000
RMD,36862666720,146234000
RMNI,539785920,87344000
RMR,463001500,15485000
RNA,951751171,47754700
RNDB,136562461,5180670
RNG,9719605723,84466896
RNGR,190074852,18671400
RNLX,227411805,36154500
RNR,6939611087,44192900
RNST,1774923360,55815200
ROAD,1075523120,41192000
ROCK,1321873737,32792700
ROG,5112590080,18803200
ROIC,2338314660,123134000
ROK,31494925800,116196000
ROKU,13953423790,119087000
ROL,17502028400,492460000
ROOT,285825000,154500000
ROP,51245967810,105603000
ROST,33505227200,351392000
RPD,6237050115,58078500
RPM,11206599920,129676000
RPRX,17677879617,432963008
RPT,1125760740,84899000
RPTX,578722174,41875700
RRBI,377998891,7180830
RRC,8243252001,262775008
RRGB,230459540,15784900
RRR,2616845971,61270100
RS,11011185870,61704600
RSG,42719527916,315785984
RTLR,543873548,38139800
RTX,150487459753,1490269952
RUBY,528493476,90186600
RUN,5883668596,208419008
RUSHA,2059098944,43185800
RUSHB,596675656,13396400
RUTH,700716511,33575300
RVLV,2132676000,40300000
RVMD,1896270840,74189000
RVNC,1445053176,71431200
RVP,148391936,33123200
RVSB,166324500,22176600
RWT,1159422080,120272000
RXT,2321071500,211970000
RY,152527478845,1416620032
RYAAY,19924615860,226906000
RYAM,373478625,63842500
RYI,1276607150,38394200
RYN,6157830501,145368992
RYTM,467059616,50329700
RZB,1703077611,62774700
SA,1505816613,79630704
SABR,3413252134,323531008
SACH,176504083,35513900
SAFE,3253802754,61941800
SAFM,4183795402,22323100
SAFT,1340131346,14671900
SAGE,2123571052,59053700
SAH,1134116280,28639300
SAIA,5441323390,26406500
SAIC,5133610341,56049900
SAIL,4749145312,94191696
SAL,160080943,2876050
SAM,3935705904,10225800
SAMG,198368910,9869100
SAN,57220344678,17080699904
SAND,1653126400,192224000
SANM,2446925250,63556500
SAP,128786547894,1179580032
SAR,328319121,12101700
SASR,1942915380,45131600
SATS,905736357,37691900
SAVA,1122628320,40022400
SAVE,2879330630,108613000
SB,485379510,121649000
SBAC,39889597930,108017000
SBCF,2048896332,61234200
SBFG,137452143,7211550
SBGI,1195371840,47891500
SBH,1711681800,110076000
SBLK,2781401050,102295000
SBNY,16939686440,62751200
SBOW,599323773,16801900
SBR,903916600,14579300
SBRA,3200329440,230904000
SBS,7361402872,683510016
SBSI,1276740138,32355300
SBSW,11233632256,702102016
SBT,357554868,50502100
SBUX,95612938660,1150300032
SCCO,56767776648,773086976
SCHL,1296124060,32763500
SCHN,1428697764,27623700
SCHW,145334480000,1816000000
SCI,11160028065,160760992
SCL,2231771143,22423100
SCOR,236949132,90438600
SCPH,168608440,27371500
SCPL,323226708,24561300
SCS,952017354,87021696
SCSC,839043080,25604000
SCU,331617582,26508200
SCVL,841974399,28169100
SCWX,191918610,14473500
SCYX,104194800,28943000
SD,610996725,36696500
SDC,873247536,388110016
SDGR,2030681706,61873300
SE,64837040640,557737984
SEAS,4761366690,75649296
SEB,4940093955,1160780
SEDG,17358532191,55118700
SEE,9911770200,148158000
SEIC,8050819260,138354000
SELB,166547260,124289000
SEM,3235339930,133747000
SENEA,344953121,6736050
SENS,856820070,463145984
SESN,117344671,199464000
SF,6750284030,106421000
SFBC,100478901,2623470
SFBS,4587779408,54280400
SFIX,819750556,82970704
SFL,1418762322,138551008
SFM,3740859380,110906000
SFNC,2853201250,112375000
SFST,384411148,7976990
SFT,169208012,82945104
SGA,115236179,5087690
SGC,283600245,16104500
SGEN,28697823529,183819008
SGH,1184895126,49764600
SGMO,859456853,146664992
SGMS,5519255676,96676400
SGRY,4751090422,89356600
SGU,418219140,37677400
SHAK,2438627590,39143300
SHBI,390121244,19843400
SHC,6232925694,282928992
SHEN,1209677079,50048700
SHG,16830784957,512820992
SHI,2234032320,108238000
SHLX,5596516472,393289984
SHO,2383958020,216134000
SHOO,3010646350,80177000
SHOP,73417731760,114008000
SHW,68740378840,260548000
SHYF,1087461045,35022900
SI,4118774880,31624500
SIBN,730956960,33840600
SID,7070917353,1341730048
SIEN,132833829,62363300
SIFY,541246860,182238000
SIG,3396385350,49873500
SIGA,519242617,73029904
SIGI,5318512620,60334800
SII,1337460432,25924800
SILC,250533850,6709530
SILK,1532041976,35010100
SILV,1290940579,145868992
SIM,5382912540,154194000
SIMO,2499945816,34925200
SIRI,25898421535,3947930112
SITC,3421248000,213828000
SITE,6861096990,44873100
SITM,4172020398,20824700
SIVB,29421266688,58809600
SIX,3335945151,86244704
SJ,146779717,32118100
SJI,4044880340,117379000
SJM,14895621720,108458000
SJR,14902642320,476732000
SJT,415284408,46608800
SJW,2100838968,30236600
SKM,10283452059,392798016
SKT,1762392030,104469000
SKX,5182704827,135107008
SKY,2889658035,56827100
SKYW,1424714760,50521800
SLAB,5374412148,38159700
SLB,57895935444,1413129984
SLCA,1412890058,75434600
SLDB,133672330,110473000
SLF,31910693443,586054976
SLG,4806633647,64770700
SLGL,166288163,23127700
SLGN,5032487800,110410000
SLM,4774826233,279392992
SLMBP,26205008669,435660992
SLP,1030962940,20175400
SLQT,400201460,164016992
SM,4890322060,121862000
SMAR,6765335370,128643000
SMBC,415603366,8895620
SMBK,416477808,16888800
SMCI,1825340820,51563300
SMED,100085440,19247200
SMFG,42221069722,6854069760
SMG,6500537105,55583900
SMHI,193381968,25992200
SMLP,156705537,10155900
SMMF,316471619,12766100
SMMT,216850504,98122400
SMP,925292764,21962800
SMPL,4269767560,100964000
SMSI,203725500,54326800
SMTI,212781275,7632040
SMTS,189544000,163400000
SNA,10965955401,53416900
SNAP,49659600000,1369920000
SNBR,1138735593,22158700
SNCR,142083466,88250600
SND,180120120,44806000
SNDL,1400880000,2400000000
SNDR,2085612052,94628496
SNDX,1035386064,55015200
SNEX,1480939344,20132400
SNFCA,179400936,17692400
SNN,14156956938,437078016
SNOW,67286648000,314600000
SNP,61068213207,1210710016
SNPS,49966923241,153099008
SNV,6519920221,145468992
SNX,9502754028,96103904
SNY,138650648535,2497309952
SO,80323026012,1060230016
SOHU,739190272,38220800
SOI,350707480,32776400
SOL,389196072,69748400
SOLO,238408110,118611000
SON,6132252838,97492096
SONO,3417369020,127609000
SOS,119166311,246466000
SP,710179701,23261700
SPB,3525050620,40775600
SPFI,454548584,17693600
SPG,41210206428,328342016
SPGI,144012738050,347027008
SPH,1029481020,62965200
SPLK,21874484000,160700000
SPLP,829012695,20730500
SPNE,409483830,36791000
SPNS,1410765300,55065000
SPOK,156755450,19742500
SPOT,27240057141,192659008
SPPI,216125440,177152000
SPR,4634238720,104942000
SPRO,243701664,32755600
SPSC,4534568601,36134900
SPT,3469522518,45978300
SPTN,1230677442,35921700
SPWH,472587600,43880000
SPWR,3852427360,173846000
SPXC,2150516753,45784900
SQ,65277199723,518360992
SQM,24464896070,285638016
SQNS,130595360,46641200
SQZ,132293720,28147600
SR,3861599924,51750200
SRAX,107995370,26149000
SRC,5844379500,127746000
SRCE,1131659532,25556900
SRCL,5319953612,91913504
SRDX,605440320,13976000
SRE,53065484600,315772000
SREV,122924232,99938400
SRG,527515716,43632400
SRI,512608785,27194100
SRL,149859060,14779000
SRLP,428147040,26234500
SRNE,701368320,343808000
SRPT,7707510624,87149600
SRRA,890517713,23665100
SRRK,471221625,35297500
SRT,181230300,40273400
SRTS,156908940,16657000
SSB,5886984544,76246400
SSBI,107958874,6684760
SSD,4515825552,43354700
SSL,15643425097,635395008
SSNC,18626216534,254979008
SSP,1355071840,70724000
SSRM,4648998200,212380000
SSSS,257154441,31322100
SSTI,319324080,12141600
SSTK,3116902756,36357200
SSYS,1498767120,65735400
ST,7605984864,157636992
STAA,3456962733,47754700
STAG,7394701560,178014000
STAR,1533111880,69028000
STBA,1108528938,39351400
STC,1528573480,26978000
STE,24875551880,100127000
STEP,1854742563,60791300
STKL,580990720,107392000
STKS,329558016,32183400
STLD,15851285520,189518000
STM,35108186701,904617024
STN,5493107340,111174000
STNE,2957512500,262890000
STNG,1267785540,58369500
STOK,863744704,37359200
STON,289925650,118337000
STOR,8092153200,274776000
STRA,1743339500,25030000
STRL,777771586,30228200
STRO,400269756,46381200
STRS,326463234,8273270
STRT,137631778,3953800
STSA,118296000,31545600
STT,30734985992,366067008
STTK,174539268,42363900
STWD,7144701480,306508000
STX,18941243940,218898000
STXS,262726830,74638304
STZ,39852209440,164339008
SU,46736190022,1431430016
SUI,21180685350,116205000
SUM,3354544940,119549000
SUMO,1239104280,114098000
SUN,3474754990,83688704
SUP,109292931,26853300
SUPN,1821442400,53180800
SUPV,179948657,91344496
SURF,137589870,46959000
SUZ,15596982830,1349219968
SVC,1347150720,165092000
SVM,641123720,177106000
SVRA,147111600,114040000
SWAV,7633792296,35653600
SWBI,678561555,45510500
SWCH,7576576000,241600000
SWI,2090845920,160464000
SWIR,646834352,38206400
SWK,22732105323,163411008
SWKH,223358113,12829300
SWKS,19895234244,161671008
SWM,828558783,31709100
SWN,8546834400,1114320000
SWTX,2851084764,49343800
SWX,5236966328,66849200
SXC,744049386,83320200
SXI,1228057061,12235300
SXT,3552968555,42022100
SY,198189600,105420000
SYBT,1530918091,29165900
SYBX,160823256,70228496
SYF,18046850235,506223008
SYK,102043209000,377700000
SYNA,6661324398,39523700
SYNH,8832729750,104221000
SYNL,166234110,10223500
SYY,42463165629,507447008
T,169978702280,7163030016
TA,578107960,14838500
TAC,2923255452,271678016
TAK,46234271570,3100890112
TAL,2057170467,644881024
TALO,1457490771,81881504
TAP,10128243914,200599008
TARO,1578553200,37584600
TARS,375659446,20708900
TAST,109675650,54565000
TBBK,1480304736,57398400
TBI,966946526,35059700
TBK,2009796776,25160200
TBNK,217050451,9315470
TBPH,755979936,75901600
TCBI,2736801691,50690900
TCBK,1285893504,33830400
TCDA,515747932,55397200
TCFC,223991678,5689400
TCI,328891298,8639120
TCMD,380391158,19926200
TCOM,14259890720,637456000
TCRR,102147695,38546300
TCX,738204869,10756300
TD,138962631652,1813660032
TDC,4969450000,104620000
TDG,36127457319,55462100
TDOC,11028894880,160327008
TDS,2124741360,107256000
TDW,889317702,41518100
TDY,22433554260,46765800
TEAM,41353887380,141154000
TECH,17665984095,39288300
TECK,20828357000,526900000
TEF,28606297421,5779049984
TEL,40827106003,325575008
TELA,160798495,14551900
TELL,2924300475,518492992
TEN,1473937452,83132400
TENB,6240993000,109780000
TEO,2752415718,430737984
TER,18004803480,161594000
TEVA,11231899889,1103330048
TEX,2339937248,69974200
TFC,71605978614,1328989952
TFFP,178110036,25371800
TFII,8019172380,92058000
TFSL,4451488477,280851008
TFX,16095256389,46901700
TG,394800120,33743600
TGA,285277216,72774800
TGB,629833600,286288000
TGH,1711069776,48831900
TGI,1590546761,64630100
TGLS,1129416012,47674800
TGNA,4986955440,221544000
TGS,1058380560,150552000
TGT,105519159769,462417984
TGTX,1386752992,142816992
